Timestamp,Task_req
2015-09-21T14:00:00+00:00,7
2015-09-21T14:06:00+00:00,7
2015-09-21T14:12:00+00:00,8
2015-09-21T14:18:00+00:00,9
2015-09-21T14:24:00+00:00,9
2015-09-21T14:30:00+00:00,8
2015-09-21T14:36:00+00:00,8
2015-09-21T14:42:00+00:00,8
2015-09-21T14:48:00+00:00,7
2015-09-21T14:54:00+00:00,7
2015-09-21T15:00:00+00:00,7
2015-09-21T15:06:00+00:00,8
2015-09-21T15:12:00+00:00,8
2015-09-21T15:18:00+00:00,8
2015-09-21T15:24:00+00:00,8
2015-09-21T15:30:00+00:00,8
2015-09-21T15:36:00+00:00,8
2015-09-21T15:42:00+00:00,8
2015-09-21T15:48:00+00:00,8
2015-09-21T15:54:00+00:00,8
2015-09-21T16:00:00+00:00,7
2015-09-21T16:06:00+00:00,7
2015-09-21T16:12:00+00:00,8
2015-09-21T16:18:00+00:00,8
2015-09-21T16:24:00+00:00,8
2015-09-21T16:30:00+00:00,8
2015-09-21T16:36:00+00:00,8
2015-09-21T16:42:00+00:00,7
2015-09-21T16:48:00+00:00,7
2015-09-21T16:54:00+00:00,7
2015-09-21T17:00:00+00:00,7
2015-09-21T17:06:00+00:00,7
2015-09-21T17:12:00+00:00,8
2015-09-21T17:18:00+00:00,8
2015-09-21T17:24:00+00:00,8
2015-09-21T17:30:00+00:00,8
2015-09-21T17:36:00+00:00,7
2015-09-21T17:42:00+00:00,7
2015-09-21T17:48:00+00:00,7
2015-09-21T17:54:00+00:00,7
2015-09-21T18:00:00+00:00,7
2015-09-21T18:06:00+00:00,7
2015-09-21T18:12:00+00:00,8
2015-09-21T18:18:00+00:00,8
2015-09-21T18:24:00+00:00,8
2015-09-21T18:30:00+00:00,7
2015-09-21T18:36:00+00:00,7
2015-09-21T18:42:00+00:00,7
2015-09-21T18:48:00+00:00,7
2015-09-21T18:54:00+00:00,7
2015-09-21T19:00:00+00:00,7
2015-09-21T19:06:00+00:00,7
2015-09-21T19:12:00+00:00,8
2015-09-21T19:18:00+00:00,8
2015-09-21T19:24:00+00:00,8
2015-09-21T19:30:00+00:00,8
2015-09-21T19:36:00+00:00,7
2015-09-21T19:42:00+00:00,7
2015-09-21T19:48:00+00:00,7
2015-09-21T19:54:00+00:00,7
2015-09-21T20:00:00+00:00,7
2015-09-21T20:06:00+00:00,7
2015-09-21T20:12:00+00:00,8
2015-09-21T20:18:00+00:00,8
2015-09-21T20:24:00+00:00,8
2015-09-21T20:30:00+00:00,7
2015-09-21T20:36:00+00:00,7
2015-09-21T20:42:00+00:00,7
2015-09-21T20:48:00+00:00,7
2015-09-21T20:54:00+00:00,7
2015-09-21T21:00:00+00:00,8
2015-09-21T21:06:00+00:00,7
2015-09-21T21:12:00+00:00,7
2015-09-21T21:18:00+00:00,7
2015-09-21T21:24:00+00:00,8
2015-09-21T21:30:00+00:00,7
2015-09-21T21:36:00+00:00,7
2015-09-21T21:42:00+00:00,6
2015-09-21T21:48:00+00:00,6
2015-09-21T21:54:00+00:00,6
2015-09-21T22:00:00+00:00,6
2015-09-21T22:06:00+00:00,7
2015-09-21T22:12:00+00:00,7
2015-09-21T22:18:00+00:00,7
2015-09-21T22:24:00+00:00,7
2015-09-21T22:30:00+00:00,6
2015-09-21T22:36:00+00:00,7
2015-09-21T22:42:00+00:00,7
2015-09-21T22:48:00+00:00,7
2015-09-21T22:54:00+00:00,6
2015-09-21T23:00:00+00:00,6
2015-09-21T23:06:00+00:00,6
2015-09-21T23:12:00+00:00,7
2015-09-21T23:18:00+00:00,7
2015-09-21T23:24:00+00:00,7
2015-09-21T23:30:00+00:00,6
2015-09-21T23:36:00+00:00,6
2015-09-21T23:42:00+00:00,6
2015-09-21T23:48:00+00:00,6
2015-09-21T23:54:00+00:00,6
2015-09-22T00:00:00+00:00,6
2015-09-22T00:06:00+00:00,6
2015-09-22T00:12:00+00:00,6
2015-09-22T00:18:00+00:00,6
2015-09-22T00:24:00+00:00,7
2015-09-22T00:30:00+00:00,6
2015-09-22T00:36:00+00:00,6
2015-09-22T00:42:00+00:00,6
2015-09-22T00:48:00+00:00,6
2015-09-22T00:54:00+00:00,6
2015-09-22T01:00:00+00:00,6
2015-09-22T01:06:00+00:00,6
2015-09-22T01:12:00+00:00,6
2015-09-22T01:18:00+00:00,7
2015-09-22T01:24:00+00:00,7
2015-09-22T01:30:00+00:00,6
2015-09-22T01:36:00+00:00,6
2015-09-22T01:42:00+00:00,6
2015-09-22T01:48:00+00:00,6
2015-09-22T01:54:00+00:00,6
2015-09-22T02:00:00+00:00,7
2015-09-22T02:06:00+00:00,6
2015-09-22T02:12:00+00:00,6
2015-09-22T02:18:00+00:00,6
2015-09-22T02:24:00+00:00,7
2015-09-22T02:30:00+00:00,6
2015-09-22T02:36:00+00:00,6
2015-09-22T02:42:00+00:00,6
2015-09-22T02:48:00+00:00,7
2015-09-22T02:54:00+00:00,6
2015-09-22T03:00:00+00:00,6
2015-09-22T03:06:00+00:00,6
2015-09-22T03:12:00+00:00,6
2015-09-22T03:18:00+00:00,6
2015-09-22T03:24:00+00:00,6
2015-09-22T03:30:00+00:00,6
2015-09-22T03:36:00+00:00,6
2015-09-22T03:42:00+00:00,6
2015-09-22T03:48:00+00:00,5
2015-09-22T03:54:00+00:00,6
2015-09-22T04:00:00+00:00,5
2015-09-22T04:06:00+00:00,6
2015-09-22T04:12:00+00:00,6
2015-09-22T04:18:00+00:00,6
2015-09-22T04:24:00+00:00,7
2015-09-22T04:30:00+00:00,6
2015-09-22T04:36:00+00:00,6
2015-09-22T04:42:00+00:00,6
2015-09-22T04:48:00+00:00,6
2015-09-22T04:54:00+00:00,6
2015-09-22T05:00:00+00:00,5
2015-09-22T05:06:00+00:00,6
2015-09-22T05:12:00+00:00,6
2015-09-22T05:18:00+00:00,6
2015-09-22T05:24:00+00:00,6
2015-09-22T05:30:00+00:00,6
2015-09-22T05:36:00+00:00,6
2015-09-22T05:42:00+00:00,6
2015-09-22T05:48:00+00:00,6
2015-09-22T05:54:00+00:00,6
2015-09-22T06:00:00+00:00,5
2015-09-22T06:06:00+00:00,6
2015-09-22T06:12:00+00:00,6
2015-09-22T06:18:00+00:00,6
2015-09-22T06:24:00+00:00,6
2015-09-22T06:30:00+00:00,6
2015-09-22T06:36:00+00:00,7
2015-09-22T06:42:00+00:00,7
2015-09-22T06:48:00+00:00,6
2015-09-22T06:54:00+00:00,6
2015-09-22T07:00:00+00:00,6
2015-09-22T07:06:00+00:00,6
2015-09-22T07:12:00+00:00,7
2015-09-22T07:18:00+00:00,7
2015-09-22T07:24:00+00:00,6
2015-09-22T07:30:00+00:00,6
2015-09-22T07:36:00+00:00,6
2015-09-22T07:42:00+00:00,6
2015-09-22T07:48:00+00:00,7
2015-09-22T07:54:00+00:00,6
2015-09-22T08:00:00+00:00,6
2015-09-22T08:06:00+00:00,6
2015-09-22T08:12:00+00:00,7
2015-09-22T08:18:00+00:00,7
2015-09-22T08:24:00+00:00,7
2015-09-22T08:30:00+00:00,6
2015-09-22T08:36:00+00:00,6
2015-09-22T08:42:00+00:00,6
2015-09-22T08:48:00+00:00,7
2015-09-22T08:54:00+00:00,6
2015-09-22T09:00:00+00:00,6
2015-09-22T09:06:00+00:00,6
2015-09-22T09:12:00+00:00,7
2015-09-22T09:18:00+00:00,7
2015-09-22T09:24:00+00:00,7
2015-09-22T09:30:00+00:00,7
2015-09-22T09:36:00+00:00,6
2015-09-22T09:42:00+00:00,6
2015-09-22T09:48:00+00:00,6
2015-09-22T09:54:00+00:00,6
2015-09-22T10:00:00+00:00,6
2015-09-22T10:06:00+00:00,7
2015-09-22T10:12:00+00:00,7
2015-09-22T10:18:00+00:00,7
2015-09-22T10:24:00+00:00,7
2015-09-22T10:30:00+00:00,7
2015-09-22T10:36:00+00:00,7
2015-09-22T10:42:00+00:00,6
2015-09-22T10:48:00+00:00,6
2015-09-22T10:54:00+00:00,6
2015-09-22T11:00:00+00:00,6
2015-09-22T11:06:00+00:00,6
2015-09-22T11:12:00+00:00,7
2015-09-22T11:18:00+00:00,7
2015-09-22T11:24:00+00:00,7
2015-09-22T11:30:00+00:00,7
2015-09-22T11:36:00+00:00,6
2015-09-22T11:42:00+00:00,6
2015-09-22T11:48:00+00:00,6
2015-09-22T11:54:00+00:00,6
2015-09-22T12:00:00+00:00,6
2015-09-22T12:06:00+00:00,7
2015-09-22T12:12:00+00:00,7
2015-09-22T12:18:00+00:00,7
2015-09-22T12:24:00+00:00,7
2015-09-22T12:30:00+00:00,7
2015-09-22T12:36:00+00:00,7
2015-09-22T12:42:00+00:00,7
2015-09-22T12:48:00+00:00,7
2015-09-22T12:54:00+00:00,7
2015-09-22T13:00:00+00:00,6
2015-09-22T13:06:00+00:00,7
2015-09-22T13:12:00+00:00,7
2015-09-22T13:18:00+00:00,7
2015-09-22T13:24:00+00:00,7
2015-09-22T13:30:00+00:00,7
2015-09-22T13:36:00+00:00,7
2015-09-22T13:42:00+00:00,7
2015-09-22T13:48:00+00:00,7
2015-09-22T13:54:00+00:00,7
2015-09-22T14:00:00+00:00,7
2015-09-22T14:06:00+00:00,7
2015-09-22T14:12:00+00:00,8
2015-09-22T14:18:00+00:00,8
2015-09-22T14:24:00+00:00,8
2015-09-22T14:30:00+00:00,7
2015-09-22T14:36:00+00:00,7
2015-09-22T14:42:00+00:00,8
2015-09-22T14:48:00+00:00,8
2015-09-22T14:54:00+00:00,8
2015-09-22T15:00:00+00:00,8
2015-09-22T15:06:00+00:00,8
2015-09-22T15:12:00+00:00,8
2015-09-22T15:18:00+00:00,8
2015-09-22T15:24:00+00:00,8
2015-09-22T15:30:00+00:00,8
2015-09-22T15:36:00+00:00,8
2015-09-22T15:42:00+00:00,8
2015-09-22T15:48:00+00:00,8
2015-09-22T15:54:00+00:00,8
2015-09-22T16:00:00+00:00,8
2015-09-22T16:06:00+00:00,8
2015-09-22T16:12:00+00:00,8
2015-09-22T16:18:00+00:00,8
2015-09-22T16:24:00+00:00,8
2015-09-22T16:30:00+00:00,8
2015-09-22T16:36:00+00:00,8
2015-09-22T16:42:00+00:00,8
2015-09-22T16:48:00+00:00,8
2015-09-22T16:54:00+00:00,8
2015-09-22T17:00:00+00:00,8
2015-09-22T17:06:00+00:00,8
2015-09-22T17:12:00+00:00,8
2015-09-22T17:18:00+00:00,8
2015-09-22T17:24:00+00:00,8
2015-09-22T17:30:00+00:00,8
2015-09-22T17:36:00+00:00,8
2015-09-22T17:42:00+00:00,7
2015-09-22T17:48:00+00:00,7
2015-09-22T17:54:00+00:00,7
2015-09-22T18:00:00+00:00,7
2015-09-22T18:06:00+00:00,8
2015-09-22T18:12:00+00:00,8
2015-09-22T18:18:00+00:00,8
2015-09-22T18:24:00+00:00,8
2015-09-22T18:30:00+00:00,8
2015-09-22T18:36:00+00:00,8
2015-09-22T18:42:00+00:00,7
2015-09-22T18:48:00+00:00,8
2015-09-22T18:54:00+00:00,7
2015-09-22T19:00:00+00:00,8
2015-09-22T19:06:00+00:00,8
2015-09-22T19:12:00+00:00,8
2015-09-22T19:18:00+00:00,9
2015-09-22T19:24:00+00:00,8
2015-09-22T19:30:00+00:00,8
2015-09-22T19:36:00+00:00,8
2015-09-22T19:42:00+00:00,8
2015-09-22T19:48:00+00:00,7
2015-09-22T19:54:00+00:00,7
2015-09-22T20:00:00+00:00,8
2015-09-22T20:06:00+00:00,7
2015-09-22T20:12:00+00:00,8
2015-09-22T20:18:00+00:00,8
2015-09-22T20:24:00+00:00,8
2015-09-22T20:30:00+00:00,8
2015-09-22T20:36:00+00:00,7
2015-09-22T20:42:00+00:00,7
2015-09-22T20:48:00+00:00,7
2015-09-22T20:54:00+00:00,8
2015-09-22T21:00:00+00:00,7
2015-09-22T21:06:00+00:00,7
2015-09-22T21:12:00+00:00,9
2015-09-22T21:18:00+00:00,8
2015-09-22T21:24:00+00:00,7
2015-09-22T21:30:00+00:00,7
2015-09-22T21:36:00+00:00,7
2015-09-22T21:42:00+00:00,6
2015-09-22T21:48:00+00:00,7
2015-09-22T21:54:00+00:00,7
2015-09-22T22:00:00+00:00,6
2015-09-22T22:06:00+00:00,7
2015-09-22T22:12:00+00:00,7
2015-09-22T22:18:00+00:00,7
2015-09-22T22:24:00+00:00,7
2015-09-22T22:30:00+00:00,6
2015-09-22T22:36:00+00:00,6
2015-09-22T22:42:00+00:00,6
2015-09-22T22:48:00+00:00,6
2015-09-22T22:54:00+00:00,6
2015-09-22T23:00:00+00:00,6
2015-09-22T23:06:00+00:00,6
2015-09-22T23:12:00+00:00,7
2015-09-22T23:18:00+00:00,7
2015-09-22T23:24:00+00:00,7
2015-09-22T23:30:00+00:00,6
2015-09-22T23:36:00+00:00,6
2015-09-22T23:42:00+00:00,6
2015-09-22T23:48:00+00:00,6
2015-09-22T23:54:00+00:00,6
2015-09-23T00:00:00+00:00,6
2015-09-23T00:06:00+00:00,7
2015-09-23T00:12:00+00:00,8
2015-09-23T00:18:00+00:00,8
2015-09-23T00:24:00+00:00,8
2015-09-23T00:30:00+00:00,9
2015-09-23T00:36:00+00:00,8
2015-09-23T00:42:00+00:00,7
2015-09-23T00:48:00+00:00,7
2015-09-23T00:54:00+00:00,7
2015-09-23T01:00:00+00:00,7
2015-09-23T01:06:00+00:00,7
2015-09-23T01:12:00+00:00,7
2015-09-23T01:18:00+00:00,7
2015-09-23T01:24:00+00:00,7
2015-09-23T01:30:00+00:00,7
2015-09-23T01:36:00+00:00,7
2015-09-23T01:42:00+00:00,7
2015-09-23T01:48:00+00:00,7
2015-09-23T01:54:00+00:00,6
2015-09-23T02:00:00+00:00,6
2015-09-23T02:06:00+00:00,6
2015-09-23T02:12:00+00:00,7
2015-09-23T02:18:00+00:00,7
2015-09-23T02:24:00+00:00,6
2015-09-23T02:30:00+00:00,6
2015-09-23T02:36:00+00:00,6
2015-09-23T02:42:00+00:00,7
2015-09-23T02:48:00+00:00,8
2015-09-23T02:54:00+00:00,6
2015-09-23T03:00:00+00:00,6
2015-09-23T03:06:00+00:00,6
2015-09-23T03:12:00+00:00,6
2015-09-23T03:18:00+00:00,6
2015-09-23T03:24:00+00:00,6
2015-09-23T03:30:00+00:00,6
2015-09-23T03:36:00+00:00,6
2015-09-23T03:42:00+00:00,6
2015-09-23T03:48:00+00:00,6
2015-09-23T03:54:00+00:00,6
2015-09-23T04:00:00+00:00,5
2015-09-23T04:06:00+00:00,6
2015-09-23T04:12:00+00:00,6
2015-09-23T04:18:00+00:00,6
2015-09-23T04:24:00+00:00,6
2015-09-23T04:30:00+00:00,6
2015-09-23T04:36:00+00:00,6
2015-09-23T04:42:00+00:00,6
2015-09-23T04:48:00+00:00,6
2015-09-23T04:54:00+00:00,6
2015-09-23T05:00:00+00:00,5
2015-09-23T05:06:00+00:00,6
2015-09-23T05:12:00+00:00,6
2015-09-23T05:18:00+00:00,6
2015-09-23T05:24:00+00:00,6
2015-09-23T05:30:00+00:00,6
2015-09-23T05:36:00+00:00,6
2015-09-23T05:42:00+00:00,6
2015-09-23T05:48:00+00:00,5
2015-09-23T05:54:00+00:00,5
2015-09-23T06:00:00+00:00,5
2015-09-23T06:06:00+00:00,6
2015-09-23T06:12:00+00:00,6
2015-09-23T06:18:00+00:00,6
2015-09-23T06:24:00+00:00,6
2015-09-23T06:30:00+00:00,6
2015-09-23T06:36:00+00:00,6
2015-09-23T06:42:00+00:00,7
2015-09-23T06:48:00+00:00,6
2015-09-23T06:54:00+00:00,6
2015-09-23T07:00:00+00:00,6
2015-09-23T07:06:00+00:00,6
2015-09-23T07:12:00+00:00,6
2015-09-23T07:18:00+00:00,7
2015-09-23T07:24:00+00:00,7
2015-09-23T07:30:00+00:00,7
2015-09-23T07:36:00+00:00,6
2015-09-23T07:42:00+00:00,6
2015-09-23T07:48:00+00:00,8
2015-09-23T07:54:00+00:00,6
2015-09-23T08:00:00+00:00,6
2015-09-23T08:06:00+00:00,7
2015-09-23T08:12:00+00:00,7
2015-09-23T08:18:00+00:00,7
2015-09-23T08:24:00+00:00,7
2015-09-23T08:30:00+00:00,7
2015-09-23T08:36:00+00:00,7
2015-09-23T08:42:00+00:00,6
2015-09-23T08:48:00+00:00,7
2015-09-23T08:54:00+00:00,6
2015-09-23T09:00:00+00:00,6
2015-09-23T09:06:00+00:00,7
2015-09-23T09:12:00+00:00,7
2015-09-23T09:18:00+00:00,7
2015-09-23T09:24:00+00:00,7
2015-09-23T09:30:00+00:00,6
2015-09-23T09:36:00+00:00,7
2015-09-23T09:42:00+00:00,8
2015-09-23T09:48:00+00:00,8
2015-09-23T09:54:00+00:00,8
2015-09-23T10:00:00+00:00,7
2015-09-23T10:06:00+00:00,7
2015-09-23T10:12:00+00:00,8
2015-09-23T10:18:00+00:00,8
2015-09-23T10:24:00+00:00,8
2015-09-23T10:30:00+00:00,8
2015-09-23T10:36:00+00:00,7
2015-09-23T10:42:00+00:00,7
2015-09-23T10:48:00+00:00,7
2015-09-23T10:54:00+00:00,7
2015-09-23T11:00:00+00:00,6
2015-09-23T11:06:00+00:00,6
2015-09-23T11:12:00+00:00,7
2015-09-23T11:18:00+00:00,7
2015-09-23T11:24:00+00:00,7
2015-09-23T11:30:00+00:00,7
2015-09-23T11:36:00+00:00,7
2015-09-23T11:42:00+00:00,7
2015-09-23T11:48:00+00:00,7
2015-09-23T11:54:00+00:00,6
2015-09-23T12:00:00+00:00,6
2015-09-23T12:06:00+00:00,7
2015-09-23T12:12:00+00:00,7
2015-09-23T12:18:00+00:00,7
2015-09-23T12:24:00+00:00,8
2015-09-23T12:30:00+00:00,7
2015-09-23T12:36:00+00:00,7
2015-09-23T12:42:00+00:00,7
2015-09-23T12:48:00+00:00,7
2015-09-23T12:54:00+00:00,7
2015-09-23T13:00:00+00:00,6
2015-09-23T13:06:00+00:00,7
2015-09-23T13:12:00+00:00,7
2015-09-23T13:18:00+00:00,7
2015-09-23T13:24:00+00:00,7
2015-09-23T13:30:00+00:00,7
2015-09-23T13:36:00+00:00,7
2015-09-23T13:42:00+00:00,7
2015-09-23T13:48:00+00:00,7
2015-09-23T13:54:00+00:00,7
2015-09-23T14:00:00+00:00,6
2015-09-23T14:06:00+00:00,7
2015-09-23T14:12:00+00:00,8
2015-09-23T14:18:00+00:00,8
2015-09-23T14:24:00+00:00,9
2015-09-23T14:30:00+00:00,7
2015-09-23T14:36:00+00:00,7
2015-09-23T14:42:00+00:00,7
2015-09-23T14:48:00+00:00,7
2015-09-23T14:54:00+00:00,7
2015-09-23T15:00:00+00:00,7
2015-09-23T15:06:00+00:00,7
2015-09-23T15:12:00+00:00,8
2015-09-23T15:18:00+00:00,8
2015-09-23T15:24:00+00:00,8
2015-09-23T15:30:00+00:00,8
2015-09-23T15:36:00+00:00,7
2015-09-23T15:42:00+00:00,7
2015-09-23T15:48:00+00:00,7
2015-09-23T15:54:00+00:00,7
2015-09-23T16:00:00+00:00,7
2015-09-23T16:06:00+00:00,7
2015-09-23T16:12:00+00:00,8
2015-09-23T16:18:00+00:00,8
2015-09-23T16:24:00+00:00,9
2015-09-23T16:30:00+00:00,9
2015-09-23T16:36:00+00:00,7
2015-09-23T16:42:00+00:00,7
2015-09-23T16:48:00+00:00,7
2015-09-23T16:54:00+00:00,7
2015-09-23T17:00:00+00:00,7
2015-09-23T17:06:00+00:00,7
2015-09-23T17:12:00+00:00,8
2015-09-23T17:18:00+00:00,10
2015-09-23T17:24:00+00:00,8
2015-09-23T17:30:00+00:00,7
2015-09-23T17:36:00+00:00,8
2015-09-23T17:42:00+00:00,7
2015-09-23T17:48:00+00:00,7
2015-09-23T17:54:00+00:00,7
2015-09-23T18:00:00+00:00,7
2015-09-23T18:06:00+00:00,7
2015-09-23T18:12:00+00:00,8
2015-09-23T18:18:00+00:00,8
2015-09-23T18:24:00+00:00,8
2015-09-23T18:30:00+00:00,9
2015-09-23T18:36:00+00:00,9
2015-09-23T18:42:00+00:00,8
2015-09-23T18:48:00+00:00,7
2015-09-23T18:54:00+00:00,7
2015-09-23T19:00:00+00:00,7
2015-09-23T19:06:00+00:00,8
2015-09-23T19:12:00+00:00,8
2015-09-23T19:18:00+00:00,8
2015-09-23T19:24:00+00:00,8
2015-09-23T19:30:00+00:00,8
2015-09-23T19:36:00+00:00,7
2015-09-23T19:42:00+00:00,7
2015-09-23T19:48:00+00:00,8
2015-09-23T19:54:00+00:00,7
2015-09-23T20:00:00+00:00,7
2015-09-23T20:06:00+00:00,7
2015-09-23T20:12:00+00:00,8
2015-09-23T20:18:00+00:00,8
2015-09-23T20:24:00+00:00,8
2015-09-23T20:30:00+00:00,8
2015-09-23T20:36:00+00:00,8
2015-09-23T20:42:00+00:00,7
2015-09-23T20:48:00+00:00,8
2015-09-23T20:54:00+00:00,8
2015-09-23T21:00:00+00:00,7
2015-09-23T21:06:00+00:00,7
2015-09-23T21:12:00+00:00,8
2015-09-23T21:18:00+00:00,8
2015-09-23T21:24:00+00:00,8
2015-09-23T21:30:00+00:00,7
2015-09-23T21:36:00+00:00,7
2015-09-23T21:42:00+00:00,7
2015-09-23T21:48:00+00:00,6
2015-09-23T21:54:00+00:00,6
2015-09-23T22:00:00+00:00,7
2015-09-23T22:06:00+00:00,7
2015-09-23T22:12:00+00:00,8
2015-09-23T22:18:00+00:00,7
2015-09-23T22:24:00+00:00,7
2015-09-23T22:30:00+00:00,6
2015-09-23T22:36:00+00:00,6
2015-09-23T22:42:00+00:00,6
2015-09-23T22:48:00+00:00,6
2015-09-23T22:54:00+00:00,6
2015-09-23T23:00:00+00:00,6
2015-09-23T23:06:00+00:00,6
2015-09-23T23:12:00+00:00,7
2015-09-23T23:18:00+00:00,7
2015-09-23T23:24:00+00:00,6
2015-09-23T23:30:00+00:00,6
2015-09-23T23:36:00+00:00,6
2015-09-23T23:42:00+00:00,6
2015-09-23T23:48:00+00:00,6
2015-09-23T23:54:00+00:00,6
2015-09-24T00:00:00+00:00,6
2015-09-24T00:06:00+00:00,6
2015-09-24T00:12:00+00:00,7
2015-09-24T00:18:00+00:00,7
2015-09-24T00:24:00+00:00,6
2015-09-24T00:30:00+00:00,6
2015-09-24T00:36:00+00:00,6
2015-09-24T00:42:00+00:00,6
2015-09-24T00:48:00+00:00,6
2015-09-24T00:54:00+00:00,7
2015-09-24T01:00:00+00:00,6
2015-09-24T01:06:00+00:00,6
2015-09-24T01:12:00+00:00,6
2015-09-24T01:18:00+00:00,7
2015-09-24T01:24:00+00:00,6
